tid,court_type,court,date,numcitedby,numcites,topical,issues,matched_queries,title,headline
852206,HC,Gujarat High Court,2006-04-13,30,69,True,126v135|assessment-126|jurisdiction-145-154|mensrea-135|natural-justice,hc_126|hc_126v135|hc_135|hc_145_154|hc_hearing,"Torrent Power Aec Ltd. vs Gayatri Intermediates Pvt. Ltd. on 13 April, 2006",<b>theft</b> of <b>electricity</b> but  <b>Sections</b> 50  and  <b>135</b>  do not contemplate issuance of a bill in <b>theft</b> cases and that under  <b>Section</b> 145  jurisdiction ... <b>section
17855581,HC,Gujarat High Court,2019-09-06,29,47,False,natural-justice,hc_hearing,"M/S Siddharth Enterprises Through ... vs The Nodal Officer on 6 September, 2019","M/S Siddharth Enterprises Through ... vs The Nodal Officer on 6 September, 2019    Equivalent citations"
188319070,HC,Madras High Court,2018-10-26,27,47,False,natural-justice,hc_hearing,"The Commissioner Of Commercial Taxes vs The Ramco Cements Ltd on 26 October, 2018","The Commissioner Of Commercial Taxes vs The Ramco Cements Ltd on 26 October, 2018    Author"
30800172,HC,Punjab-Haryana High Court,2011-01-25,27,46,False,natural-justice,hc_hearing,"Ram Karan And Others vs State Of Haryana And Others on 25 January, 2011","Ram Karan And Others vs State Of Haryana And Others on 25 January, 2011    Author"
5431760,HC,Delhi High Court,2010-02-05,26,36,False,natural-justice,hc_hearing,"Thyssen Krupp Werkstoffe Gmbh vs Steel Authority Of India on 5 February, 2010","Thyssen Krupp Werkstoffe Gmbh vs Steel Authority Of India on 5 February, 2010    Author:  Manmohan"
106781280,HC,Allahabad High Court,2014-02-13,26,22,False,natural-justice,hc_hearing,"Anand Kumar Sharma vs State Of U.P. Thru' Secretary And Others on 13 February, 2014",Anand Kumar Sharma vs State Of U.P. Thru&#x27; Secretary And Others on 13
876293,HC,Delhi High Court,1995-05-18,25,47,False,natural-justice,hc_hearing,"Anz Grindlays Bank Pie vs The Commissioner, Mcd And Ors. on 18 May, 1995","Anz Grindlays Bank Pie vs The Commissioner, Mcd And Ors. on 18 May, 1995    Equivalent"
30635055,HC,Bombay High Court,2012-09-15,24,56,False,natural-justice,hc_hearing,"M/S. Dhariwal Industries Limited And ... vs The State Of Maharashtra And Others on 15 September, 2012",M/S. Dhariwal Industries Limited And ... vs The State Of Maharashtra And Others on 15
150790212,HC,Allahabad High Court,2022-03-04,24,27,False,natural-justice,hc_hearing,"Bharat Mint And Allied Chemicals vs Commissioner Commercial Tax And 2 ... on 4 March, 2022","Bharat Mint And Allied Chemicals vs Commissioner Commercial Tax And 2 ... on 4 March, 2022"
58835166,HC,Delhi High Court,2013-05-28,24,54,False,burden-proof,hc_burden,"Vinod Kumar Bhutani vs State Thr. Cbi on 28 May, 2013","Vinod Kumar Bhutani vs State Thr. Cbi on 28 May, 2013    Author:  Mukta Gupta     Bench"
100165726,HC,Allahabad High Court,2017-04-12,23,7,True,mensrea-135|natural-justice|provisional-final,hc_135|hc_hearing|hc_provisional,"Shishir Jain vs Paschimanchal Vidyut Vitran Nigam Ltd. ... on 12 April, 2017","Report was lodged against the petitioner on 20.12.2016 for <b>theft</b> of <b>electricity</b> under  <b>Section</b> <b>135</b>(1)(e)  of the <b>Electricity</b> Act, 2003 on the allegation ... Report w"
1155128,HC,Calcutta High Court,2005-03-02,23,36,True,natural-justice,hc_hearing,"West Bengal State <b>Electricity</b> Board vs Deputy Commissioner Of Income Tax And ... on 2 March, 2005",West Bengal State <b>Electricity</b> Board vs Deputy Commissioner Of Income Tax And ... on 2 March
65725019,HC,Rajasthan High Court - Jodhpur,2020-04-07,23,8,False,natural-justice,hc_hearing,"Ultra Tech Nathdwara Cement Ltd vs Union Of India on 7 April, 2020","Ultra Tech Nathdwara Cement Ltd vs Union Of India on 7 April, 2020    Equivalent citations"
382076,HC,Patna High Court,2002-05-09,22,10,True,natural-justice,hc_hearing,"Bihar State <b>Electricity</b> Board vs Kishori Devi And Etc. on 9 May, 2002","<b>natural</b> <b>justice</b>, i.e., after giving an <b>opportunity</b> to the affected person to present his/her version. There the principles of <b>natural</b> <b>justice</b> cannot ... matter of de"
77819592,HC,Patna High Court - Orders,2012-02-29,21,34,True,compounding-152|jurisdiction-145-154|mensrea-135|natural-justice,hc_135|hc_145_154|hc_152|hc_hearing,"Mosmat Swaran @ Swaran Manraw vs The State Of Bihar & Anr on 29 February, 2012","<b>sections</b> <b>135</b>  to 139.                <b>sections</b>   <b>135</b>     to    140     and                                       <b>Section</b> 150 .                 First, we would like to"
1653958,HC,Punjab-Haryana High Court,1966-10-25,21,45,False,natural-justice,hc_hearing,"K.R. Erry And Anr. vs State Of Punjab Through Chief Secretary ... on 25 October, 1966",K.R. Erry And Anr. vs State Of Punjab Through Chief Secretary ... on 25 October
196139,HC,Delhi High Court,2007-04-18,19,18,True,burden-proof|mensrea-135,hc_135|hc_burden,"Smt. Jagdish Narayan vs North Delhi Power Limited And Anr. ... on 18 April, 2007","concept is nevertheless traceable to  <b>Section</b> <b>135</b>  of the Act which reads as under:       <b>Section</b> <b>135</b> <b>Theft</b> of <b>electricity</b> - (1) Whoever, dishonestly, - (a) t"
51606643,HC,Gujarat High Court,2019-12-23,19,218,False,natural-justice,hc_hearing,"Synergy Fertichem Pvt.Ltd vs State Of Gujarat on 23 December, 2019","Synergy Fertichem Pvt.Ltd vs State Of Gujarat on 23 December, 2019    Equivalent citations: AIRONLINE"
68862121,HC,Orissa High Court,2015-03-30,18,22,False,natural-justice,hc_hearing,"Odisha Power Generation Corporation ... vs State Of Odisha & Another on 30 March, 2015","Odisha Power Generation Corporation ... vs State Of Odisha &amp; Another on 30 March, 2015    Equivalent"
1591169,HC,Delhi High Court,1988-05-16,17,12,False,natural-justice,hc_hearing,"R.K. Aneja vs Delhi Development Authority And Ors. on 16 May, 1988","R.K. Aneja vs Delhi Development Authority And Ors. on 16 May, 1988    Equivalent citations"
130685179,HC,Bombay High Court,2020-04-27,16,7,True,126v135|assessment-126,hc_126|hc_126v135,"Maharashtra State <b>Electricity</b> ... vs M/S Shubhalaxmi Rice Mill, M.I.D.C. ... on 27 April, 2020",<b>unauthorised</b> <b>use</b> of <b>electricity</b>&#x27;         means if the <b>electricity</b> was <b>used</b> for a purpose other         than      for     which      the     usage     of      <b
319579,HC,Allahabad High Court,2005-08-18,16,164,False,natural-justice,hc_hearing,"Smt. Kesari Devi W/O Shri Gulab Singh, ... vs State Of U.P. Through Principal ... on 18 August, 2005","Smt. Kesari Devi W/O Shri Gulab Singh, ... vs State Of U.P. Through Principal"
172573589,HC,Delhi High Court,2018-08-04,16,116,False,natural-justice,hc_hearing,"Federation Of Okhla Industrial ... vs Lt Governor Of Delhi And Anr on 4 August, 2018","Federation Of Okhla Industrial ... vs Lt Governor Of Delhi And Anr on 4 August, 2018"
84234324,HC,Delhi High Court,2010-11-30,16,99,False,natural-justice,hc_hearing,"P.K.Koul vs Estate Officer & Anr. on 30 November, 2010","P.K.Koul vs Estate Officer &amp; Anr. on 30 November, 2010    Author:  Gita Mittal"
139441621,HC,Bombay High Court,2015-08-07,16,28,False,burden-proof,hc_burden,"Pushpalata S. Sharma vs Brij Madanlal Sharma & Ors on 7 August, 2015","Pushpalata S. Sharma vs Brij Madanlal Sharma &amp; Ors on 7 August, 2015    Equivalent citations"
109571180,HC,Allahabad High Court,2012-03-19,16,28,False,burden-proof,hc_burden,"Dhan Singh & Another vs State Of U.P. on 19 March, 2012","Dhan Singh &amp; Another vs State Of U.P. on 19 March, 2012    Author:  Vinod"
51309606,HC,Gujarat High Court,2020-11-06,15,103,True,natural-justice,hc_hearing,"Gujarat State Energy Transmission ... vs Ratilal Maganji Brahmbhatt (Barot) on 6 November, 2020","Gujarat State Energy Transmission ... vs Ratilal Maganji Brahmbhatt (Barot) on 6 November, 2020    Author:  Vikram"
1715365,HC,Punjab-Haryana High Court,2006-10-17,14,16,True,mensrea-135,hc_135,"Mahalakshmi Spinners Ltd. And Ors. vs State Of Haryana And Anr. on 17 October, 2006","offence under <b>Section</b> 379, I.P.C.      6.  <b>Section</b> <b>135</b>  of the Act provides for punishment for <b>theft</b> of <b>electricity</b>, whereas  <b>Section</b> 138  deals with ... faci"
106441611,HC,Punjab-Haryana High Court,2018-07-17,14,6,True,mensrea-135,hc_135,"Harchand Singh vs Punjab State Power Corporation Ltd & Ors on 17 July, 2018","also observed that there was <b>theft</b> in terms of  <b>Section</b> <b>135</b>   of the <b>Electricity</b> Act, 2003 (for short &#x27;the Act&#x27;).                 Accordingly, respondents issued "
160703081,HC,Punjab-Haryana High Court,2022-04-19,14,46,False,natural-justice,hc_hearing,"State Of Haryana And Another vs Rajbir And Anr on 19 April, 2022","State Of Haryana And Another vs Rajbir And Anr on 19 April, 2022    Author:  Anil"
23755472,HC,Delhi High Court,2015-05-12,13,3,True,mensrea-135,hc_135,"Meena Chaudhary @ Meena P.N. Singh vs Bses Rajdhani Power Limited & Ors on 12 May, 2015","beneficiary of direct <b>theft</b>, the petitioner was booked for <b>theft</b> of <b>electricity</b>. Accordingly, an assessment bill for <b>theft</b> of <b>electricity</b> for an amount ... <b>Sectio"
144638630,HC,Bombay High Court,2016-08-08,13,18,False,natural-justice,hc_hearing,"Sarku Engineering Services Sdn Bhd vs Union Of India And Anr on 8 August, 2016","Sarku Engineering Services Sdn Bhd vs Union Of India And Anr on 8 August, 2016"
1359161,HC,Delhi High Court,2011-03-16,13,6,False,burden-proof,hc_burden,"Shyam Bihari Singhal vs Bses Yamuna Power Ltd. on 16 March, 2011","Shyam Bihari Singhal vs Bses Yamuna Power Ltd. on 16 March, 2011    Author:  V. K"
780558,HC,Calcutta High Court,2007-05-04,12,9,True,mensrea-135,hc_135,"Biswanath Patra vs Divisional Engineer (E) S And Lp And ... on 4 May, 2007","specific/special law covering the question of <b>theft</b> of <b>electricity</b> i.e.  <b>Section</b> <b>135</b>  of the Act, the general law contained in  <b>Section</b> ... <b>theft</b> under the  I"
100679688,HC,Madhya Pradesh High Court,2014-06-24,12,13,True,compounding-152|jurisdiction-145-154,hc_145_154|hc_152,"Smt.Baijanti Bai vs Madhya Pradesh Kshetriya Vidhut Vitran ... on 24 June, 2014",mention that  <b>Section</b> 135  of the <b>Electricity</b> Act deals with theft of <b>electricity</b>. <b>Section</b> <b>152</b> deals with <b>compounding</b> of offence. <b>Section</b> 153 is an ena
105486089,HC,Madras High Court,2019-03-26,12,34,True,jurisdiction-145-154|provisional-final,hc_145_154|hc_provisional,"M/S.Sri Radhakrishna Multiple ... vs The Tamil Nadu <b>Electricity</b> Regulatory ... on 26 March, 2019","stand of the Industry that as a <b>Special</b> <b>Court</b> has been  constituted under  <b>Section</b> <b>154</b>  of the Act, 2003, the Third Respondent had  issued ... civil liability in therf of e"
1687189,HC,Allahabad High Court,2005-01-20,12,95,False,natural-justice,hc_hearing,"District And Sessions Judge vs Ratnesh Kumar Srivastava And Anr. on 20 January, 2005","District And Sessions Judge vs Ratnesh Kumar Srivastava And Anr. on 20 January, 2005    Equivalent"
121343420,HC,Himachal Pradesh High Court,2017-08-31,12,47,False,burden-proof,hc_burden,"Maheshwar Singh And Another vs State Of Himachal Pradesh And Others on 31 August, 2017","Maheshwar Singh And Another vs State Of Himachal Pradesh And Others on 31 August, 2017"
891445,HC,Madras High Court,1998-07-31,11,111,False,natural-justice,hc_hearing,"Shriram Transport Finance Co. Ltd. vs Assistant Commissioner Of Income Tax on 31 July, 1998","Shriram Transport Finance Co. Ltd. vs Assistant Commissioner Of Income Tax on 31 July, 1998"
429304,HC,Gujarat High Court,1998-03-02,11,69,False,natural-justice,hc_hearing,"Arvindbhai Mulubhai Bhutaiya And Ors. vs Amreli District Central Co-Op. Bank ... on 2 March, 1998",Arvindbhai Mulubhai Bhutaiya And Ors. vs Amreli District Central Co-Op. Bank ... on 2 March
711563,HC,Allahabad High Court,2000-05-23,11,61,False,natural-justice,hc_hearing,"Sahara India Mutual Benefit Co. Ltd. vs Asstt. Cit on 23 May, 2000","Sahara India Mutual Benefit Co. Ltd. vs Asstt. Cit on 23 May, 2000    Equivalent citations"
92561581,HC,Gujarat High Court,2018-07-26,10,17,True,126v135|jurisdiction-145-154|mensrea-135|natural-justice,hc_126v135|hc_135|hc_145_154|hc_hearing,"Jayshree Talkies vs Paschim Gujarat Vij Co Ltd on 26 July, 2018","<b>Electricity</b> Act, 2003 .  <b>Section</b> <b>135</b>  of the said Act reads as under ­                  &quot;<b>135</b>. <b>Theft</b> of <b>electricity</b> ­ (1) Whoever, dishonestly,­          "
1038557,HC,Gujarat High Court,1997-02-19,10,144,True,natural-justice,hc_hearing,"Alka Synthetics Ltd. vs Securities And Exchange Board Of India ... on 19 February, 1997","Alka Synthetics Ltd. vs Securities And Exchange Board Of India ... on 19 February, 1997    Equivalent"
547310,HC,Karnataka High Court,1991-08-23,10,130,False,natural-justice,hc_hearing,"Vidyavathi Kapoor Trust vs Chief Commissioner Of Income-Tax And ... on 23 August, 1991","Vidyavathi Kapoor Trust vs Chief Commissioner Of Income-Tax And ... on 23 August, 1991    Equivalent"
14341,HC,Calcutta High Court,2007-08-07,10,14,True,provisional-final,hc_provisional,"Narayan Chandra Kundu vs State Of West Bengal And Ors. on 7 August, 2007","proceed with the <b>final</b> <b>assessment</b>. Subsequently, the respondent authority proceeded ex parte against the appellant and passed <b>final</b> <b>assessment</b> order.      5. Being dissatis"
158534755,HC,Jharkhand High Court,2013-04-26,9,15,True,126v135|mensrea-135|provisional-final,hc_126v135|hc_135|hc_provisional,"Ms Shyam Lal Iron And Steel Company ... vs Jharkhand State <b>Electricity</b> Board ... on 26 April, 2013",<b>electricity</b> falling under  <b>Section</b> 126  of the Act or there may be clear  case of <b>theft</b> of <b>electricity</b> straightway falling under  <b>Section</b> <b>135</b>(1A) .  There ...
79972171,HC,Delhi High Court,2011-09-14,9,23,True,jurisdiction-145-154,hc_145_154,"Super Auto Centre vs Bses Rajdhani Power Ltd. on 14 September, 2011","<b>154</b>  of <b>Electricity</b> Act which prescribes the              procedure and power of <b>special</b> <b>court</b> does not say              that the <b>special</b> <b>court</b>, while determi"
22690435,HC,Delhi High Court,2019-04-10,9,228,True,natural-justice,hc_hearing,"Mahindra <b>Electric</b> Mobility Limited And ... vs Cci And Anr. on 10 April, 2019","Mahindra <b>Electric</b> Mobility Limited And ... vs Cci And Anr. on 10 April, 2019    Bench:  S"
26783,HC,Delhi High Court,2004-05-31,8,23,True,126v135|assessment-126|jurisdiction-145-154|mensrea-135,hc_126|hc_126v135|hc_135|hc_145_154,"Sohan Lal vs North Delhi Power Ltd. And Ors. on 31 May, 2004","contained in <b>Section</b> 126, but in case of <b>theft</b> of <b>electricity</b>, penal consequences would also arise as envisaged under <b>Section</b> <b>135</b> of the said ... encompassing and in"
243218,HC,Calcutta High Court,2005-08-25,8,9,True,assessment-126,hc_126,"Hasi Mazumdar And Anr. vs The West Bengal State <b>Electricity</b> Board ... on 25 August, 2005",gross violation of  <b>Section</b> <b>126</b>  of the Indian <b>Electricity</b> Act.      The West Bengal State <b>Electricity</b> Board is directed to affirm an affidavit and to disclose ... such gui
132371878,HC,Bombay High Court,2020-12-08,8,19,False,appeal-127,hc_127,"Saksham Facility Services Pvt Ltd vs Union Of India And Anr on 8 December, 2020","Saksham Facility Services Pvt Ltd vs Union Of India And Anr on 8 December, 2020"
155950112,HC,Bombay High Court,2020-11-26,8,10,True,appeal-127,hc_127,"M/S. G. R. Palle <b>Electricals</b> Thru ... vs Union Of India And Ors on 26 November, 2020",M/S. G. R. Palle <b>Electricals</b> Thru ... vs Union Of India And Ors on 26
154577015,HC,Delhi High Court - Orders,2021-02-15,8,9,True,compounding-152,hc_152,"Sh. Pankaj Jain vs State And Another on 15 February, 2021",present petitioner which were mentioned                       in the FIR as users of the <b>electricity</b> connection in question. Time had been                       sought by the respondent ... off
1729536,HC,Kerala High Court,2000-04-03,8,49,True,natural-justice,hc_hearing,"General Manager, Telecom District, ... vs Consumer Disputes Redressal Forum, ... on 3 April, 2000","General Manager, Telecom District, ... vs Consumer Disputes Redressal Forum, ... on 3 April, 2000    Equivalent citations"
194523438,HC,Andhra HC (Pre-Telangana),2016-11-16,8,210,False,natural-justice,hc_hearing,"D. Mahesh Kumar vs State Of Telangana, Department Of ... on 16 November, 2016","D. Mahesh Kumar vs State Of Telangana, Department Of ... on 16 November, 2016    Bench:  Ramesh"
463796,HC,Allahabad High Court,2007-07-13,8,86,False,natural-justice,hc_hearing,"S.K. Traders Through Its Proprietoress ... vs Additional Commissioner, Grade-I, ... on 13 July, 2007","S.K. Traders Through Its Proprietoress ... vs Additional Commissioner, Grade-I, ... on 13 July, 2007"
1165141,HC,Bombay High Court,2009-04-16,8,61,False,natural-justice,hc_hearing,"Britannia Industries Ltd vs Maharashtra General Kamagar Union on 16 April, 2009","Britannia Industries Ltd vs Maharashtra General Kamagar Union on 16 April, 2009    Author:  Swatanter Kumar"
57045694,HC,Allahabad High Court,2011-10-14,7,58,True,126v135|mensrea-135|natural-justice|provisional-final,hc_126v135|hc_135|hc_hearing|hc_provisional,"M/S Mohit Paper Mills Ltd. And Another vs Pvvnl And Others on 14 October, 2011","Similarly, <b>Section</b> <b>135</b> as stood pre and post amendment reads as under:     Before amendment   After  amendment     <b>135</b>. <b>Theft</b> of <b>electricity</b>   (1) Whoever, dishonest"
177618980,HC,Madras High Court,2015-01-27,7,16,True,assessment-126,hc_126,"The Assistant Engineer/O & M vs Sabasthi Ammal on 27 January, 2015","<b>Section</b> <b>126</b>  and  <b>Sections</b> 135  to  140  of the Act, categorically points out that the acts of &#x27;<b>unauthorised</b> <b>use</b> of <b>electricity</b>&#x27; attracts civil ... "
1360935,HC,Delhi High Court,2008-02-18,7,18,True,compounding-152,hc_152,"Rahdey Shyam Bansal vs B.S.E.S. Rajdhani Power Ltd. And Ors. on 18 February, 2008",application under  <b>Section</b> <b>152</b>  of the Indian <b>Electricity</b> Act for <b>compounding</b> the offence on behalf of the accused.       <b>Section</b> <b>152</b>  of the <b>Electricity</
1711385,HC,Allahabad High Court,1991-02-22,7,30,True,natural-justice,hc_hearing,"Aditya Rotor Spin (P) Ltd., Kanpur And ... vs U.P. State <b>Electricity</b> Board, Lucknow ... on 22 February, 1991",provisional in <b>nature</b>. The <b>assessment</b> bill will be finalised by the Executive Engineer after giving an <b>opportunity</b> of <b>hearing</b> to the consumer in accordance with ... therefo
8437729,HC,Bombay High Court,2013-05-10,7,68,False,natural-justice,hc_hearing,"Sara Harry D'Mello vs State Of Maharashtra & Ors on 10 May, 2013","Sara Harry D&#x27;Mello vs State Of Maharashtra &amp; Ors on 10 May, 2013"
137567374,HC,Allahabad High Court,2013-12-12,7,35,False,natural-justice,hc_hearing,"Smt. Rekha Rani vs State Of U.P. Thru Secy. And 3 Others on 12 December, 2013",Smt. Rekha Rani vs State Of U.P. Thru Secy. And 3 Others on 12
138398781,HC,Gujarat High Court,2015-05-05,7,49,False,natural-justice,hc_hearing,"Gail (India) Ltd vs Commanding Officer & on 5 May, 2015","Gail (India) Ltd vs Commanding Officer &amp; on 5 May, 2015    Author:  Harsha Devani     Bench"
122939653,HC,Madras High Court,2014-04-11,7,55,False,natural-justice,hc_hearing,"M/S.Hyundai Motors India Ltd vs Union Of India on 11 April, 2014","M/S.Hyundai Motors India Ltd vs Union Of India on 11 April, 2014    Author"
646221,HC,Gujarat High Court,2005-03-10,6,27,True,126v135|assessment-126|jurisdiction-145-154|mensrea-135|natural-justice,hc_126|hc_126v135|hc_135|hc_145_154|hc_hearing,"Plasto Precessors vs Gujarat <b>Electricity</b> Board on 10 March, 2005",Explanation of <b>Section</b> 126 and it would not apply to the <b>theft</b> cases which are governed by the provisions of  <b>section</b> <b>135</b> ... criminal complaint is filed against the concer
100059048,HC,Kerala High Court,2014-06-27,6,9,True,126v135|assessment-126,hc_126|hc_126v135,"M/S. Classic Color Lab vs Assistant Engineer on 27 June, 2014","<b>use</b> of <b>electricity</b> is made  under  <b>Section</b> <b>126</b>  of the <b>Electricity</b> Act. Sub-<b>sections</b> (1), (5)  and (6) of  <b>Section</b> <b>126</b>  of the <b>Electricity</b"
1573311,HC,Kerala High Court,2004-12-08,6,40,True,126v135|assessment-126,hc_126|hc_126v135,"K.S.E.B. vs Najeeb on 8 December, 2004","<b>unauthorised</b> user of <b>electricity</b> within the meaning of  <b>Section</b> <b>126</b>  or  <b>Section</b> 135  of the <b>Electricity</b> Act, 2003 is also not correct.  <b>Section</b> ... al"
103572625,HC,Kerala High Court,1800-01-01,6,1,True,assessment-126,hc_126,K.P. Jayapalan vs Kerala State <b>Electricity</b> Board,"need for any imaginary calculation of the  consumption.          5.  <b>Section</b> <b>126</b>  of the <b>Electricity</b> Act, 2003 enables ... which the <b>unauthorised</b> <b>use</b> of <b>electrici"
48013084,HC,Punjab-Haryana High Court,2013-07-09,6,18,True,jurisdiction-145-154,hc_145_154,"Uttar Haryana Bijli Vitran Nigam vs Sh.Harjit Singh on 9 July, 2013","consideration  of this <b>court</b> in the instant writ petition is, whether the civil <b>court</b> jurisdiction  under  <b>Section</b> <b>145</b>  of the <b>Electricity</b> ... civil <b>court</b>, it"
135697,HC,Delhi High Court,2006-09-14,5,41,True,mensrea-135,hc_135,"Smt. Bimla Gupta And Sh. Rakesh Chandra vs State And Anr. on 14 September, 2006","referred to are  <b>Sections</b> <b>135</b> ,  138 ,  151  and  154  and these may be reproduced at this stage:       <b>135</b>. <b>Theft</b> of <b>electricity</b>.--(1) Whoever, dishonestly ... with"
44547623,HC,Delhi High Court,2013-11-19,5,7,True,mensrea-135,hc_135,"Bses Yamuna Power Ltd. vs Roshan Masood on 19 November, 2013",distinction between  <b>Section</b> 126  of the Act  which deals with unauthorized use of <b>electricity</b> and  <b>Section</b> <b>135</b>  of the Act  dealing with <b>theft</b> of <b>electricity</b>
12858987,HC,Punjab-Haryana High Court,2016-02-16,5,6,True,mensrea-135,hc_135,"Raj Kumar vs Uttar Haryana Bijli Vitran Nigam Ltd And ... on 16 February, 2016","<b>Section</b> <b>135</b>  of the <b>Electricity</b> Act,  2003 (for short &quot;the Act&quot;) and another even date notice, under  <b>Section</b> <b>135</b>   read with  <b>Section</b> ... operate i"
129217173,HC,Patna High Court - Orders,2014-10-09,5,30,True,126v135|provisional-final,hc_126v135|hc_provisional,"M/S Power Grid Corporation Of India Ltd. vs The Bihar Power Holding Co.Ltd. & Ors on 9 October, 2014","Central <b>Electricity</b> Authority as described in  <b>section</b> 73 , the               provisions relating to assessment found at  <b>section</b> <b>126</b> , the power               to remove di"
1758386,HC,Gujarat High Court,2005-10-11,5,26,True,compounding-152,hc_152,"Omkarnath S. Parashar vs State Of Gujarat And Anr. on 11 October, 2005",lodged for an offence under  <b>Section</b> 44  of <b>Electricity</b> Act read with  <b>Section</b> 379  of the IPC. The petitioner had deposited entire amount of impugned ... Board and there was no s
11346588,HC,Madras High Court,2016-11-15,5,13,True,jurisdiction-145-154,hc_145_154,"A.Kaleur Rahman vs P.Kannan on 15 November, 2016","barred under  <b>Section</b> <b>145</b>  of the                        <b>Electricity</b> Act, 2003. A reading of  <b>Section</b> <b>145</b> , herein below extracted                        will show t"
1768308,HC,Delhi High Court,2002-08-09,5,11,True,burden-proof,hc_burden,"Swaran Dhawan vs The State (Nct Of Delhi) on 9 August, 2002","draw <b>electricity</b> from the <b>electrical</b> works or <b>electricity</b> meters of the DVB or consumption or use of the <b>electrical</b> energy it cannot be held that ... energy, which is not a"
112681757,HC,Madras High Court,2012-02-20,4,10,True,126v135|mensrea-135,hc_126v135|hc_135,"N.Mohammed Farook vs Union Of India on 20 February, 2012","unauthorized use of <b>electricity</b>, under  <b>Section</b> 126  of the Act, cannot be treated as <b>theft</b> of <b>electricity</b> under  <b>Section</b> <b>135</b>  of the Act. Therefore ... <b>el"
186442,HC,Andhra HC (Pre-Telangana),2007-04-27,4,71,True,126v135|assessment-126|jurisdiction-145-154|mensrea-135|provisional-final,hc_126|hc_126v135|hc_135|hc_145_154|hc_provisional,"Kovvuri Trinadha Reddy Late Sri Subba ... vs Eastern Power Distribution ... on 27 April, 2007","<b>theft</b> of <b>electricity</b>, neither  <b>Section</b> <b>135</b>  nor  <b>Section</b> 154  confer power or authority to disconnect power supply, for alleged unauthorized use of <b>electricity</b"
22637242,HC,Allahabad High Court,2011-11-18,4,15,True,126v135|mensrea-135,hc_126v135|hc_135,"Shri Kunwar Sarvesh Kumar Singh vs Paschimanchal Vidyut Vitran Nigam Ltd. ... on 18 November, 2011",anything mentioned in various clauses of Sub <b>Section</b> (1) of  <b>Section</b> <b>135</b>  which would  constitute <b>theft</b> of <b>electrical</b> energy. It does not show what ... <b>electricit
111579401,HC,Madhya Pradesh High Court,2014-07-14,4,21,True,assessment-126|mensrea-135,hc_126|hc_135,"The Hotel Adityaz Limited vs Madhya Pradesh Kshetra Vidyut Vitran ... on 14 July, 2014",terms of  <b>Section</b> 126(2)  of the 2003 Act.  <b>Section</b> <b>135</b>  of the 2003 Act deals with an offence of <b>theft</b> of <b>electricity</b> ... acts specified under  <b>Section</b> <b>13
9919525,HC,Allahabad High Court,2011-10-19,4,17,True,assessment-126,hc_126,"M/S Modern Rice Mill vs Mvvnl And Another on 19 October, 2011","authorised <b>Use</b> of <b>Electricity</b> (UUE), under <b>section</b> <b>126</b> of the Act     (a) Procedure for booking a case for unauthorized <b>use</b> of energy ... reaches to the conclusion t"
97647031,HC,Kerala High Court,2013-10-01,4,8,True,appeal-127|assessment-126,hc_126|hc_127,"Syriach Kurian vs Union Of India on 1 October, 2013",authority that the  petitioner was indulging in <b>unauthorised</b> <b>use</b> of <b>electricity</b>.  The petitioner points out that  <b>Section</b> <b>126</b> (1)  contemplates  imposition of penalt
287019,HC,Kerala High Court,2009-08-27,4,1,True,appeal-127,hc_127,"Abdul Kareem vs Kerala State <b>Electricity</b> Board on 27 August, 2009","petitioner filed Ext.P4 <b>appeal</b> to the 3rd respondent, along with an  application for waiver of the <b>pre</b>-<b>deposit</b> of 50% of the amount ... <b>appeal</b>, and not to take any coercive"
275196,HC,Punjab-Haryana High Court,2009-01-30,4,10,True,jurisdiction-145-154,hc_145_154,"Power Grid Corporation Of India vs Rajbir Singh And Others on 30 January, 2009","under  <b>Section</b> 80  CPC was issued nor any exemption was sought. Even otherwise, in terms of  <b>Section</b> <b>145</b>  of the <b>Electricity</b> ... thereof was made in the suit. Not only this"
873145,HC,Jharkhand High Court,2007-02-01,4,12,True,natural-justice,hc_hearing,"Stan Commodities Pvt. Ltd., Through One ... vs Jharkhand State <b>Electricity</b> Board ... on 1 February, 2007","theft, no notice or <b>opportunity</b> of <b>hearing</b> is required to be given to the person and principle of <b>natural</b> <b>justice</b> is not required ... without (sic) following the principle "
34613760,HC,Delhi High Court,2014-04-02,4,384,False,burden-proof,hc_burden,"Vishal Yadav vs State Of U.P. on 2 April, 2014","Vishal Yadav vs State Of U.P. on 2 April, 2014    Author:  Gita Mittal     Bench"
80237998,HC,Delhi High Court,2014-12-12,4,26,False,burden-proof,hc_burden,"Hirein Sharma vs Jyoti Rajput & Ors. on 12 December, 2014","Hirein Sharma vs Jyoti Rajput &amp; Ors. on 12 December, 2014    Author:  Sunita Gupta     Bench"
115191767,HC,Delhi High Court,2018-07-09,4,12,False,burden-proof,hc_burden,"Bhawish Chand Sharma vs Bawa Singh on 9 July, 2018","Bhawish Chand Sharma vs Bawa Singh on 9 July, 2018    Equivalent citations: AIRONLINE 2018 DEL"
